,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
0,1224.4791081852393,77.26053,1.5141602,-999.0,-999.0,322617472.0,-999,-999,-999
1,837.4450825549179,80.53929,0.6542969,-999.0,-999.0,322617472.0,-999,-999,-999
2,790.134117650452,80.53929,0.6542969,-999.0,-999.0,322617472.0,-999,-999,-999
3,720.643079701126,80.53929,0.6542969,-999.0,-999.0,322617472.0,-999,-999,-999
4,1875.0322362805605,213.58112,0.15115356,-999.0,-999.0,322617472.0,-999,-999,-999
5,1706.2484689965538,213.58112,0.15115356,-999.0,-999.0,322617472.0,-999,-999,-999
6,1607.9886386044184,184.02084,1.0939941,-999.0,-999.0,322617472.0,-999,-999,-999
7,1212.0693457501486,308.01816,0.45391846,-999.0,-999.0,322617472.0,-999,-999,-999
8,1487.2809148586955,280.2566,0.93151855,-999.0,-999.0,322617472.0,-999,-999,-999
9,1450.601917673518,280.2566,0.93151855,-999.0,-999.0,322617472.0,-999,-999,-999
10,1248.1593099784477,165.01434,1.6958008,-999.0,-999.0,322617472.0,-999,-999,-999
11,1243.8355103922856,165.01434,1.6958008,-999.0,-999.0,322617472.0,-999,-999,-999
12,989.1577349405878,143.89163,1.435791,-999.0,-999.0,322617472.0,-999,-999,-999
13,956.714005570049,143.89163,1.435791,-999.0,-999.0,322617472.0,-999,-999,-999
14,1365.9196920574332,574.5565,0.44781494,-999.0,-999.0,322617472.0,-999,-999,-999
15,1176.9434965404198,246.11194,1.692627,-999.0,-999.0,322617472.0,-999,-999,-999
16,1088.7508547057903,246.11194,1.692627,-999.0,-999.0,322617472.0,-999,-999,-999
17,1415.6117912820507,174.35567,0.729126,-999.0,-999.0,322617472.0,-999,-999,-999
18,1239.0215571450888,174.35567,0.729126,-999.0,-999.0,322617472.0,-999,-999,-999
19,1423.3588325023195,134.61034,0.066207886,-999.0,-999.0,322617472.0,-999,-999,-999
20,2126.0822397902275,1031.9059,0.18920898,-999.0,-999.0,322617472.0,-999,-999,-999
21,4078.139239292328,1031.9059,0.18920898,-999.0,-999.0,322617472.0,-999,-999,-999
22,1147.2884296816685,129.37213,1.1069336,-999.0,-999.0,322617472.0,-999,-999,-999
23,1181.8583657461977,238.10165,0.64453125,-999.0,-999.0,322617472.0,-999,-999,-999
24,1000.4398610000496,238.10165,0.64453125,-999.0,-999.0,322617472.0,-999,-999,-999
25,1783.981531522513,156.16301,0.7495117,-999.0,-999.0,322617472.0,-999,-999,-999
26,1539.582447766937,182.28151,0.3633423,-999.0,-999.0,322617472.0,-999,-999,-999
27,1437.2383256131936,182.28151,0.3633423,-999.0,-999.0,322617472.0,-999,-999,-999
28,1362.3848180783723,234.68352,0.022720337,-999.0,-999.0,322617472.0,-999,-999,-999
29,1272.4645349680438,234.68352,0.022720337,-999.0,-999.0,322617472.0,-999,-999,-999
30,1084.3392882768494,97.74126,0.2027893,-999.0,-999.0,322617472.0,-999,-999,-999
31,1631.6311121584022,258.49057,0.24551392,-999.0,-999.0,322617472.0,-999,-999,-999
32,834.9068697500546,330.15625,0.84350586,-999.0,-999.0,322617472.0,-999,-999,-999
33,2371.2665538401807,153.69308,0.8588867,-999.0,-999.0,322617472.0,-999,-999,-999
34,567.5498803125477,153.69308,0.8588867,-999.0,-999.0,322617472.0,-999,-999,-999
35,1795.1300254283385,116.64638,1.6677246,-999.0,-999.0,322617472.0,-999,-999,-999
36,1115.5058665199515,116.64638,1.6677246,-999.0,-999.0,322617472.0,-999,-999,-999
37,436.4131935750356,128.10164,0.09133911,-999.0,-999.0,322617472.0,-999,-999,-999
38,395.99894377136746,128.10164,0.09133911,-999.0,-999.0,322617472.0,-999,-999,-999
39,564.9482050094967,128.10164,0.09133911,-999.0,-999.0,322617472.0,-999,-999,-999
40,1102.817986549,112.95841,0.80981445,-999.0,-999.0,322617472.0,-999,-999,-999
41,464.779026792404,98.3053,0.81188965,-999.0,-999.0,322617472.0,-999,-999,-999
