mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
1109.6124761770761,170.79082,1.0292969,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
957.5694595269298,170.79082,1.0292969,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1006.7936782725726,78.75705,1.1799316,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
423.857169477531,161.74797,0.6989746,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
725.8393454731455,84.932655,0.35406494,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
818.1212689764845,84.932655,0.35406494,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
558.3232767161367,181.2721,1.0300293,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1581.6490524736507,266.15918,0.88256836,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1605.6072272488034,452.80164,0.07156372,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1244.5068250241868,452.80164,0.07156372,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1082.5609521315685,93.45684,0.40856934,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
984.4690022646398,93.45684,0.40856934,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
333.0668047096379,170.81067,0.38586426,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
842.05927578814,170.81067,0.38586426,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
383.10270603864217,170.81067,0.38586426,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
418.9893732453158,170.81067,0.38586426,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1794.3858516920648,120.72461,0.5404053,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1351.9923231130488,210.71423,0.86621094,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1083.2069715361513,210.71423,0.86621094,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
2636.6877290842954,327.39447,1.1970215,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
399.06730618810735,249.26701,1.2556152,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1121.6627725996857,62.18497,0.3935547,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
725.5508898136923,62.18497,0.3935547,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
817.2906016612872,62.18497,0.3935547,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1818.2168439388884,402.76907,1.2207031,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1165.2266556596267,402.76907,1.2207031,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
1490.8415020619066,73.94449,1.5793457,-999.0,-999.0,2531413.0,-999.0,-999.0,-999.0
