mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
1719.6476628472765,221.95508,1.8483887,19.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1714.5930760594429,170.59756,1.1691895,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1034.3444748840616,170.59756,1.1691895,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
431.2143448772672,370.13168,0.025718689,19.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1322.4207605919441,135.79352,0.7442627,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
988.2698704043994,135.79352,0.7442627,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1232.3465934147084,68.83199,1.3710938,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1111.6268689426004,68.83199,1.3710938,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
821.2429145544235,96.064026,0.13095093,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
567.4840141582306,96.064026,0.13095093,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1376.027637240386,167.6041,0.47436523,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1292.3581002936082,167.6041,0.47436523,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1394.8188201329872,166.11371,0.43933105,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1174.0869361564312,166.11371,0.43933105,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1121.9096111064937,161.03046,0.26617432,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1623.9494849589578,102.6751,1.6186523,30.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1279.6593996679537,102.6751,1.6186523,30.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1211.6011506548589,76.57736,0.031555176,28.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1090.6824012768548,76.57736,0.031555176,28.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1822.1401533447363,263.61386,0.5001221,10.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1993.9082527469595,263.61386,0.5001221,10.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1174.799356156446,173.7617,0.098220825,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
912.7751701609856,173.7617,0.098220825,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1559.284306935825,220.4032,0.14245605,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1444.0024842125044,59.34565,1.6274414,14.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1310.1380559864392,332.0765,0.21347046,24.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
799.7945845464691,63.99337,0.5974121,14.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1598.0804356054161,98.84706,0.15585327,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
720.3199895531635,98.84706,0.15585327,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1113.6252151953988,151.7477,0.32629395,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1982.9713960836848,317.4132,1.3654785,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1607.2430012531977,317.4132,1.3654785,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
334.5595408980442,135.51118,0.32025146,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
365.681153310464,135.51118,0.32025146,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
865.0516622588709,59.239746,0.052772522,32.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1340.453130932069,183.36076,0.10848999,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1397.312682021382,183.36076,0.10848999,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1313.1817355726528,63.670025,0.19726562,28.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1141.4262478203502,100.861565,1.1791992,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
717.3202503015372,100.861565,1.1791992,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
897.0678042440998,122.641655,0.5196533,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1501.5386656778574,86.6345,1.8425293,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1271.004059596759,86.6345,1.8425293,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1277.8884595128848,108.76496,0.16732788,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1015.9455113086498,108.76496,0.16732788,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1161.0604881398294,61.490894,0.46740723,17.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1035.6210201339622,61.490894,0.46740723,17.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1614.0248192860718,79.42174,0.63586426,12.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1339.2150311706712,79.42174,0.63586426,12.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1287.4756621206434,79.42174,0.63586426,12.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
679.890392139894,55.865562,0.09335327,21.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1439.004667809184,73.00097,1.7978516,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1277.8306577935043,73.00097,1.7978516,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1129.7243413652536,208.40869,0.18667603,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1507.392996388584,301.37003,1.3549805,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1240.4226689476834,301.37003,1.3549805,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1787.5503197178575,231.22496,0.9112549,24.0,-303.3580017089844,924000.0,916364.0,920182.0,3818.0
1833.1076357135016,253.36806,0.46875,17.0,-303.3580017089844,924000.0,916364.0,920182.0,3818.0
1464.764343673918,253.36806,0.46875,17.0,-303.3580017089844,924000.0,916364.0,920182.0,3818.0
2748.594937697368,160.08205,0.54919434,11.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1779.396225291375,250.18948,2.3564453,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
634.1812782387925,199.64162,1.1508789,26.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
572.3497703166652,199.64162,1.1508789,26.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1423.69312332777,203.2819,0.6254883,19.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1522.2652033568402,214.69887,0.6328125,11.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1260.259317533027,214.69887,0.6328125,11.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2438.0535119222627,237.62695,2.3154297,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2393.424183995542,237.62695,2.3154297,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1405.9017955630056,130.17924,0.08808899,33.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1446.2534127628794,266.14206,0.85461426,26.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1822.9381113298327,117.8452,1.121582,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1775.4013138353826,117.8452,1.121582,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
349.5066051473939,214.5668,0.10020447,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
360.75604055225057,214.5668,0.10020447,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
347.9764393672351,214.5668,0.10020447,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
894.4369880315402,428.79324,0.80358887,21.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
740.301792114458,428.79324,0.80358887,21.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1169.1415383443561,61.108677,0.7104492,18.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2176.8420675992725,118.41956,0.2170105,14.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1862.7987655105885,118.41956,0.2170105,14.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
360.76581133082533,201.2863,0.7416992,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1049.420586406041,201.2863,0.7416992,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
406.3691420110245,201.2863,0.7416992,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1453.4822149409677,182.22412,0.92004395,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1342.4012420095728,182.22412,0.92004395,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1144.3990548652173,182.22412,0.92004395,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1419.6164874593521,80.13617,1.9279785,29.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2495.756589297417,272.0278,1.1601562,11.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2680.750727263932,272.0278,1.1601562,11.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2191.307934981114,66.14123,0.5321045,16.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1658.9612362318603,76.06694,0.28723145,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1602.4708350163855,76.06694,0.28723145,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1549.5525105852716,194.27483,0.31207275,34.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1305.3143177143718,194.27483,0.31207275,34.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1770.4994861521575,85.16819,1.8317871,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1091.4694150208313,85.16819,1.8317871,15.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2116.1259799143004,304.34082,1.6025391,27.0,-303.3580017089844,924000.0,916364.0,920182.0,3818.0
2563.5498263278273,304.34082,1.6025391,27.0,-303.3580017089844,924000.0,916364.0,920182.0,3818.0
417.90607527738683,250.6366,0.51501465,19.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
419.0636721597752,250.6366,0.51501465,19.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1010.6519285955223,107.35127,0.11454773,16.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
925.6085028636677,107.35127,0.11454773,16.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1610.8145041851383,67.86169,0.43725586,25.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1149.831794115149,250.90396,1.0483398,20.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1200.974054576502,171.6851,0.4048462,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1381.9842838062027,171.6851,0.4048462,31.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1447.5211906000352,212.10352,0.14401245,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1052.7357474999742,212.10352,0.14401245,22.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1846.3429606744194,116.042625,1.9707031,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
2453.033453064056,116.042625,1.9707031,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
871.5731362763033,75.90945,1.4824219,35.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
811.5633989094606,75.90945,1.4824219,35.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1564.7125318765895,122.344864,1.3154297,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
1079.4460992783274,122.344864,1.3154297,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
934.637630929452,122.344864,1.3154297,23.0,303.3580017089844,924000.0,916364.0,920182.0,3818.0
