mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
1627.9167758400029,132.30327,0.19158936,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1429.5163613795971,285.38,0.3168335,21.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1180.8597115827808,100.963,0.60754395,13.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1150.1370900249235,75.350494,0.03364563,17.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1011.6952957767579,75.350494,0.03364563,17.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
697.9568084078813,262.22302,0.6936035,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
664.0967622730581,262.22302,0.6936035,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1352.1709909170847,469.33063,0.25933838,25.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1368.2369741641342,123.97396,0.80114746,18.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1353.2440349488788,123.97396,0.80114746,18.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1349.0180382461729,123.97396,0.80114746,18.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
731.0120269089061,377.1043,1.0932617,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
778.2608398071633,377.1043,1.0932617,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
824.4771005875132,377.1043,1.0932617,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1329.0255475887272,259.32806,0.15963745,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1219.2599580783678,259.32806,0.15963745,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
788.7793543120258,76.080505,0.11677551,33.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
758.7507517595596,76.080505,0.11677551,33.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
462.9728269245912,525.5868,0.2543335,25.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
478.638047672216,525.5868,0.2543335,25.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
474.8253432470032,61.556774,0.7246094,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
679.6528624039084,61.556774,0.7246094,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
548.5626667721648,61.556774,0.7246094,16.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1996.5986700464723,116.2536,0.08274841,24.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
2013.8704363748493,116.2536,0.08274841,24.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1323.0176750125418,186.36197,1.432373,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
1305.5922421187431,186.36197,1.432373,20.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
466.25638771992635,103.46607,0.9063721,22.0,303.3580017089844,1344000.0,1333024.0,1338512.0,5488.0
